Nome;CPF;Email;UF;Telefone;Idade;Profissão
Ana Laura Vieira;820.914.675-02;correiaandre@example.net;Rio Grande do Norte;+55 (041) 2775-6606;34;Tecnólogo em Ciências das plantas medicinais
Lara Barbosa;908.415.376-66;luizamoura@example.com;Distrito Federal;(051) 0414-2105;36;Militar da Marinha
Luiz Miguel Moura;924.071.583-50;luiz-gustavo04@example.net;Mato Grosso;51 7339 0141;39;Cartazeiro
Enrico Correia;473.802.169-96;da-mataluna@example.org;Distrito Federal;+55 61 3646-7590;57;Infectologista
Sr. Pietro Gonçalves;480.162.397-22;pedro-henriqueda-costa@example.com;Tocantins;11 9358-0414;66;Técnico em higiene dentária
Maria Fernanda Teixeira;705.264.398-74;alvesalice@example.org;Roraima;84 2929 5450;57;Jogador de handebol
Emanuel Pinto;487.269.513-55;lucca53@example.org;Rio Grande do Sul;21 2092-8411;35;Otorrinolaringologista
Erick Correia;965.207.481-02;julia95@example.com;Acre;(021) 5357-9876;33;Mensageiro
João Miguel Pinto;048.621.759-02;cavalcantibrenda@example.org;Sergipe;+55 (071) 7201-0052;18;Educador integrado à saúde pública
Gustavo Henrique Araújo;480.619.273-22;elisafernandes@example.com;Rio de Janeiro;0300 844 4406;18;Astrofísico
Caroline da Paz;374.650.812-62;icostela@example.com;Amapá;+55 (011) 8828-6542;75;Neurocirurgião
Luiz Gustavo Barros;342.859.160-70;natalia69@example.net;Rio Grande do Norte;0900-312-5414;32;Escrivão
Vitor Gabriel Nascimento;703.186.524-71;araujogiovanna@example.org;São Paulo;+55 (071) 3426-5886;37;Gravurista
Alexia Porto;301.698.425-33;rezenderodrigo@example.org;Rio Grande do Sul;21 0342-2152;56;Skatista
Laura Barbosa;652.104.389-70;luiz-gustavo95@example.net;Amazonas;0900-860-9074;64;Delegado
Joaquim da Costa;175.246.930-52;da-motaemanuella@example.org;Rondônia;+55 51 8964 4023;47;Engenheiro de som
Maria Cecília Azevedo;139.640.578-00;moreiramariane@example.net;Espírito Santo;71 5610-5159;35;Cabeleireiro
Antônio Ramos;425.908.713-41;mfogaca@example.org;Roraima;+55 11 7876 9844;64;Maquiador
Srta. Maria Eduarda Porto;087.514.629-58;leonardo07@example.net;Rio de Janeiro;+55 (084) 5410 8541;50;Sargento
Nicolas Rezende;243.560.819-51;ecaldeira@example.org;Maranhão;(071) 4416-6648;21;Percursionista
Srta. Isabella Pires;547.039.268-65;maria-sophiabarros@example.com;Roraima;61 2579 9560;31;Webmaster
Arthur Ramos;765.038.421-71;nathanoliveira@example.net;Amapá;(011) 6470 3030;22;Surfista
Stella da Mota;205.348.196-05;fariasluana@example.com;Rio de Janeiro;(061) 6625-4604;53;Cenógrafo
Gustavo Henrique da Rosa;271.954.836-73;peixotomiguel@example.com;Mato Grosso;+55 71 9026 5808;67;Geriatra
Diego da Costa;685.173.409-57;murilo00@example.org;Amazonas;61 1259 5364;19;Técnico em tratamento de água
Sra. Rebeca Cardoso;387.490.215-32;claramoreira@example.org;Distrito Federal;+55 61 6280-9491;28;Diagramador
Fernando Vieira;471.839.206-31;lucas-gabrielcosta@example.org;Rio Grande do Sul;+55 (084) 4814 7290;71;Xilógrafo
Laís Pinto;953.172.068-12;vnovaes@example.net;Piauí;21 4560-5413;59;Ferreiro
Maria Julia Melo;163.925.874-46;sophie12@example.org;Roraima;(071) 8512-3039;77;Assistente administrativo
Caio Carvalho;021.948.376-04;nogueiradavi@example.com;Rondônia;(031) 2180-5372;45;Produtor de audio visual
Maria Alice Costela;062.347.519-70;paulosales@example.org;Roraima;+55 41 6554 2626;56;Timoneiro
Bruna da Luz;137.682.045-53;carolinanunes@example.net;Rio de Janeiro;(041) 7222-9718;43;Percursionista
Maria Vitória das Neves;326.510.748-53;stellavieira@example.com;Pernambuco;+55 41 9036-0837;56;Engenheiro civil
Clara Nunes;014.782.693-40;miguel26@example.net;Rondônia;+55 (084) 1704 4909;70;Oculista
Erick Pinto;457.086.123-71;mmonteiro@example.net;Amapá;31 3716 7002;54;Leiteiro
Juan Martins;526.749.381-37;augusto38@example.org;Amazonas;84 9509-5413;59;Carpinteiro
Nina Costela;375.680.219-12;ana-beatrizfarias@example.com;Amazonas;31 7488-8202;51;Educador integrado à saúde pública
Dra. Carolina Moreira;539.460.127-52;zrodrigues@example.com;Rio de Janeiro;+55 (071) 8812-9963;53;Judoca
Luana da Mota;452.937.186-73;fogacasabrina@example.org;Amapá;+55 61 5446 9095;59;Comprador
Luna Jesus;432.905.618-60;iviana@example.net;Rio Grande do Norte;(071) 9854 4519;68;Tosador
Lara Aragão;973.846.125-19;ada-cunha@example.com;Alagoas;0900 611 6661;39;Tecnólogo em negócios imobiliários
Bianca Cardoso;890.273.516-86;gomeserick@example.com;Paraíba;(031) 8891-7322;56;Escrivão
Pedro Henrique Ferreira;941.637.285-46;rafaelcavalcanti@example.org;Rio de Janeiro;+55 (081) 7949-8529;58;Protesista
Camila da Paz;297.680.451-67;cardosoraquel@example.net;Alagoas;0500-091-1664;63;Rebarbador de metal
Ana Lívia Ramos;801.743.256-90;ian05@example.com;Rio de Janeiro;81 9463-3927;66;Vigia parlamentar
Matheus Ribeiro;517.386.942-91;das-nevesisabelly@example.com;Rio Grande do Sul;(041) 2728-5166;23;Ortopedista
Kaique Cardoso;319.620.487-13;paulo18@example.com;Alagoas;+55 (061) 1162 1622;57;Atleta de tiro com arco
Heitor Ribeiro;541.869.372-73;lais48@example.org;Santa Catarina;11 7780-1123;41;Dançarino
Joaquim Costa;259.317.046-80;cardosopedro@example.org;Mato Grosso;(041) 6302-0715;35;Radiooperador de vôo
Letícia da Rosa;026.739.485-38;erickrodrigues@example.net;Amazonas;+55 61 1362-9842;49;Nutricionista
Ana Lívia Cardoso;791.450.268-58;jesusmatheus@example.com;Minas Gerais;(041) 5908 8303;42;Guitarrista
Raul Araújo;370.581.296-30;luiz-otaviocaldeira@example.com;Roraima;11 1548-5719;54;Oficial de justiça
Sabrina Cardoso;457.612.809-49;davi-lucas43@example.com;Rio Grande do Sul;0900-526-9146;21;Compositor
Laura Freitas;783.569.204-00;qsales@example.com;Tocantins;+55 41 5551 2329;20;Sonoplasta
Guilherme Farias;347.098.562-65;maria-alicedias@example.com;Paraíba;0500-045-6533;76;DJ
Sra. Ana Laura Monteiro;378.452.016-26;milenateixeira@example.org;Alagoas;+55 (041) 0383-8200;42;Borracheiro
Brenda da Costa;210.856.349-06;alexiagoncalves@example.org;Espírito Santo;+55 51 2217 9543;49;Datilógrafo
Dra. Maria Sophia Freitas;534.201.698-33;dsouza@example.com;Mato Grosso;(031) 3678 8001;18;Taifeiro
Samuel Azevedo;192.346.850-24;jbarbosa@example.net;Goiás;0800-553-3644;23;Médico nuclear
Alexandre Duarte;745.962.083-10;joao-felipesilva@example.net;Piauí;(011) 7312 0875;38;Rebarbador de metal
Emilly Silva;578.436.012-44;joao-pedro67@example.org;Ceará;71 6306-3535;51;Juiz ou árbitro de futebol
Srta. Clara Pinto;709.156.243-70;ugomes@example.com;Goiás;0500-420-7090;20;Agrimensor
Nicolas Castro;061.574.298-01;qsilveira@example.net;Distrito Federal;(084) 2481 1523;39;Engenheiro metalúrgico
Kevin Freitas;697.548.031-10;rcunha@example.com;Amazonas;(051) 9122-6492;16;Engenheiro de produção agroindustrial
Cauê Silveira;560.139.427-06;qcampos@example.net;Rio Grande do Sul;0500 727 4654;20;Ascensorista
Vitor Hugo Moura;867.032.541-17;davi35@example.net;Goiás;0300 571 4974;69;Garimpeiro
Alexandre Nascimento;467.820.359-10;theonovaes@example.org;Piauí;+55 31 8903-0622;43;Subprefeito
Isabelly Almeida;801.547.693-39;eloahcosta@example.net;Rio de Janeiro;(061) 3237-1145;32;Físico nuclear
Enzo Gabriel Jesus;126.407.385-26;milena96@example.com;Acre;(081) 5770 7297;18;Atleta de canoagem
Dra. Maria Julia Carvalho;542.376.081-07;emanuelly46@example.net;São Paulo;51 4706 4269;25;Mecânico
Ana Farias;405.619.783-01;nataliacavalcanti@example.org;Santa Catarina;0800 392 2168;37;Árbitro e mediador
Alana Carvalho;940.125.738-88;uaragao@example.net;Rio Grande do Sul;+55 71 9175 8715;77;Terapeuta floral
Melissa Barbosa;152.498.637-28;kamillyteixeira@example.net;Mato Grosso;51 8897 7064;70;Tecnólogo em automação industrial
Elisa Fogaça;329.876.501-59;mgoncalves@example.org;Amazonas;0500 056 6873;30;Angiologista
Yago Pires;674.185.902-02;helena32@example.com;Mato Grosso;+55 (011) 4736-8690;74;Agente funerário
Luigi da Conceição;809.631.547-10;barbosagabriela@example.net;Mato Grosso;+55 (041) 5837-0807;35;Figurinista
Renan Rocha;237.601.594-43;maria-fernanda08@example.com;Piauí;+55 84 5997-1604;23;Infectologista
Juliana Cavalcanti;463.021.985-42;xbarros@example.net;Acre;21 2479 3462;68;Estilista
Nina Araújo;045.912.876-02;melissaalves@example.org;Rio Grande do Norte;(021) 9402-1266;17;Tenente
Yuri Souza;306.281.754-26;martinspedro@example.net;Goiás;21 7994-6150;31;Economista
Ana Melo;876.953.124-28;joao-gabrielpinto@example.net;Pernambuco;(041) 1721-8111;56;Cientista de alimentos
Marina Duarte;801.735.624-26;joaquimmoraes@example.org;Rondônia;51 1061 0214;69;Velejador
Luiz Gustavo Fogaça;578.264.019-76;castrovinicius@example.net;Rondônia;(031) 0392 7180;58;Profissional de linguística
Anthony da Mota;401.283.965-98;orocha@example.net;Paraná;0800-923-4549;52;Atleta de arremesso de peso
Calebe Porto;172.593.460-43;giovannarezende@example.org;Paraná;+55 (071) 9800-1148;24;Profissional de marketing
Benjamin Porto;795.164.203-70;jesuskevin@example.com;Mato Grosso do Sul;+55 61 6532-2924;45;Bóia-fria
Dra. Maria Sophia Azevedo;198.503.247-32;hazevedo@example.net;Maranhão;21 0412-4094;48;Promotor de eventos
Augusto Fernandes;524.376.109-52;mouranicolas@example.net;Goiás;+55 (051) 5133 0654;75;Orçamentista
Pedro Lucas Cunha;873.460.125-26;luccaramos@example.com;Rio Grande do Norte;31 1187 4341;23;Açougueiro
Srta. Isis Oliveira;764.289.351-55;alexandre01@example.com;Santa Catarina;0500 047 8943;48;Odontologista estético
Emanuelly Rocha;485.019.673-00;vianaluna@example.net;Distrito Federal;0300 135 7039;44;Cumim
Paulo Almeida;435.862.071-07;lda-rocha@example.net;Sergipe;+55 (084) 6057 4146;76;Chapeiro
Gustavo Souza;604.519.328-89;alexiapereira@example.net;Mato Grosso do Sul;0900 610 0890;41;Psiquiatra
Emanuelly Aragão;950.147.862-94;ryan18@example.net;Santa Catarina;21 6367 8102;45;Aviador
Davi Lucca da Rocha;361.548.709-57;jda-conceicao@example.org;Mato Grosso do Sul;21 3046 2633;63;Faxineiro
Caio Castro;916.432.578-46;alvesemanuel@example.com;Amapá;+55 (021) 7849 1748;57;Personal stylist
Dr. Guilherme da Rocha;234.718.960-31;igormonteiro@example.org;Rio Grande do Norte;+55 (081) 5216-6323;61;Técnico em edificações
Sra. Bárbara Gonçalves;340.897.261-31;joao-guilherme52@example.org;Paraíba;11 9301-9358;70;Matemático
Dr. Pedro Miguel Alves;982.460.317-40;stella45@example.net;Mato Grosso;0900-386-4766;53;Bioquímico
Eloah Vieira;301.924.857-41;miguel89@example.com;São Paulo;(011) 5136 3454;36;Psicólogo
João Gabriel Cardoso;065.784.391-10;ymoreira@example.com;Paraná;(071) 8637-7357;75;Profissional de relacionamento com investidores RI
Maria Cecília Cunha;123.068.795-59;rochafrancisco@example.org;Piauí;84 0152 1819;20;Amolador de ferramentas
Lavínia da Costa;392.401.857-04;nunesclara@example.org;Bahia;(061) 4026-8256;68;Moldador
Maria Eduarda da Cunha;954.037.821-41;epereira@example.net;Piauí;+55 (011) 9295-7499;47;Leiloeiro
Eloah das Neves;467.192.053-07;da-matapedro-lucas@example.com;Amapá;+55 (061) 1508-4894;59;Despachante
Srta. Maria Eduarda Gonçalves;379.815.460-01;isisfogaca@example.com;São Paulo;(031) 8917 2521;24;Headhunter
Milena Campos;846.217.905-01;da-rochajoana@example.org;Sergipe;84 5861 0108;47;Comprador
Luiz Henrique Rodrigues;570.219.863-86;das-nevescaroline@example.com;Amapá;(071) 3144 4832;20;Policial militar
Rafael da Rosa;902.813.675-40;nrocha@example.com;Santa Catarina;+55 61 7892 6836;74;Assistente social
Sra. Sophie Dias;708.436.592-38;sviana@example.net;Roraima;(041) 4962 5894;61;Profissional de hotelaria
Bruno Porto;014.875.962-94;sarahda-rocha@example.net;Acre;61 6460-8336;27;Gestor de qualidade
Mirella Cardoso;825.194.763-46;rezendealexandre@example.com;Rio de Janeiro;(084) 9785-9220;32;Paparazzo
Luana Cunha;165.374.980-66;lorenzo31@example.org;Sergipe;+55 84 9045 5651;66;Hematologista
Dr. Enrico da Conceição;218.647.390-96;qnovaes@example.com;Mato Grosso;+55 41 6012-7145;70;Fisiculturista
Larissa da Mota;209.865.437-56;anafreitas@example.com;Rio de Janeiro;+55 51 5522 4899;24;Adestrador de animais
Felipe Porto;523.748.906-00;amoura@example.net;Roraima;0300 360 6695;64;Maquinista
Enzo Gabriel Moraes;569.031.487-01;martinsmaria-julia@example.net;Acre;+55 84 7553 6395;60;Assessor parlamentar
Maysa Moura;382.691.450-33;rafael51@example.com;Rio Grande do Sul;41 5002-6343;45;Embalador
Daniel Azevedo;583.614.027-80;levi07@example.net;Sergipe;81 1915 9056;44;Ortopedista
Davi Lucca Correia;182.459.637-55;camposgiovanna@example.net;Distrito Federal;(061) 4097-3053;55;Mágico
Mariana Peixoto;891.560.742-20;emanuelly53@example.net;Paraná;11 0942 5835;71;Coreógrafo
Elisa Ferreira;463.109.285-89;gmoura@example.com;Amazonas;+55 41 4610 6752;40;Ortoptista
Lavínia Rezende;823.719.506-02;luiz-henrique22@example.net;Minas Gerais;+55 (041) 3120-5145;62;Engenheiro naval
Davi Costa;398.571.624-28;lais91@example.org;Tocantins;(071) 3325 8792;79;Crítico
Marcos Vinicius Ferreira;401.956.728-01;alanada-cunha@example.com;Rondônia;(081) 4575-7798;25;Serventuário
Lorenzo Mendes;603.198.452-06;luna37@example.net;Minas Gerais;(011) 9628 5984;27;Zootecnista
Dr. Pedro Lucas Vieira;563.172.980-68;sfarias@example.net;Pernambuco;41 6290-7164;19;Atleta de nado sincronizado
Rodrigo da Rocha;402.635.918-24;nmoura@example.org;Espírito Santo;(051) 0339 3718;60;Produtor de eventos
Luana Gomes;639.042.875-83;vmelo@example.com;Mato Grosso do Sul;+55 51 3433 3014;20;Bartender
Alícia Fogaça;984.310.257-60;melorebeca@example.net;Mato Grosso;+55 51 6121 9006;42;Profissional de áudio
Luiz Felipe Silva;289.147.530-50;correiavitor-hugo@example.org;Rio Grande do Sul;+55 71 6216-0321;41;Toxicologista
Pietra Duarte;678.594.321-37;da-conceicaoana-carolina@example.com;Amazonas;21 6172-8276;49;Profissional de linguística
Alice Silveira;405.238.761-90;alexia96@example.net;Bahia;51 5127 5973;40;Engenheiro sanitarista
Dr. João Lucas Pinto;908.152.463-15;araujoagatha@example.org;São Paulo;(084) 6181-3719;27;Aeroviário
Theo Viana;495.320.871-41;barrosraul@example.net;Pará;84 3058 5990;24;Produtor fonográfico
Sr. Samuel da Costa;617.590.382-02;caldeirakamilly@example.net;São Paulo;+55 (031) 1174-1234;53;Cirurgião bucal
Dr. Noah Castro;401.789.562-01;luiz-miguelcorreia@example.net;Acre;(084) 9605-4871;58;Tabelião
Srta. Evelyn da Rocha;130.849.625-70;jesusarthur@example.com;Rondônia;+55 (021) 0237 8982;67;Profissional de efeitos especiais
Kamilly da Paz;279.654.081-20;felipe34@example.org;Paraíba;+55 (081) 1169-4933;64;Cobrador de pedágio
Nathan Silveira;207.491.386-96;ana-livia33@example.com;Rio Grande do Sul;+55 11 8834 0306;33;Profissional de educação física
Maria Clara Rodrigues;342.780.695-29;calebe92@example.org;Minas Gerais;0800 233 0011;46;Capataz
Noah Aragão;170.648.259-02;luiz-miguelviana@example.org;Mato Grosso;+55 (081) 0572-6464;50;Economista doméstico
Erick da Cruz;475.126.098-76;maria-sophia13@example.com;Bahia;(061) 6500-3252;69;Dublador
André Vieira;659.412.037-99;evelynmendes@example.com;Rondônia;+55 (031) 0179-7871;27;Assistente de produção
Srta. Nina da Costa;321.479.506-61;nogueiraeduardo@example.net;Rio Grande do Sul;+55 21 7307-2055;46;Esgrimista
Vinicius Caldeira;341.095.786-39;araujopedro@example.net;Rio de Janeiro;(071) 0691 4823;78;Guarda roupeiro
Alexia da Rocha;967.023.451-43;igordas-neves@example.com;Goiás;(071) 1646-8796;34;Mestre cervejeiro
João Monteiro;287.536.094-92;daniela71@example.org;Ceará;0300-283-2115;48;Diplomata
Yago Nogueira;843.791.260-13;pedro-lucas37@example.org;Distrito Federal;(061) 7317 6174;77;Consultor de moda
Diogo Caldeira;982.174.605-58;melissarocha@example.net;Mato Grosso;+55 31 1928-6810;62;Geriatra
Vitória Cavalcanti;438.715.629-55;sophiebarros@example.net;Sergipe;+55 (051) 5129-6172;76;Psiquiatra
Lucca da Rocha;629.013.754-99;mariane03@example.com;Distrito Federal;(051) 1402 7883;38;Modelo
Maria Fernanda Cavalcanti;704.839.165-01;alexialopes@example.org;Roraima;81 4388 4298;51;Caldeireiro
Isabelly Viana;219.736.405-70;isabellacavalcanti@example.net;Minas Gerais;0900 300 1046;20;Jogador de boliche
Heitor Duarte;497.608.351-93;rochabruno@example.net;Goiás;+55 84 8137-3729;29;Estoquista
Sophie Rodrigues;730.418.952-50;ramosmaria-clara@example.com;Sergipe;0900-953-0842;67;Torneiro mecânico
João Guilherme Costa;463.215.870-44;kamillycarvalho@example.org;Roraima;+55 (081) 2967 3177;66;Aeronauta
Srta. Valentina da Costa;372.916.840-13;joao-vitorbarbosa@example.net;Amapá;+55 (051) 2203-3172;22;Ceramista
Maria Sophia Porto;302.859.617-21;maria-fernanda90@example.net;Bahia;+55 71 4781 5639;66;Enólogo
Bryan Castro;370.241.586-62;nmelo@example.org;Amazonas;+55 (061) 4332 0193;62;Ecólogo
Sr. Eduardo Nunes;253.601.947-07;cavalcantivicente@example.org;Goiás;(084) 8382 5490;50;Estoquista
Mirella Ribeiro;960.528.174-02;moreirakamilly@example.net;Piauí;+55 84 3669-8658;48;Panificador/Padeiro
Levi Fogaça;463.280.917-96;luiz-gustavonovaes@example.com;Pará;(031) 2704-8740;22;Cortador de cana-de-açucar
Heloísa da Costa;518.370.962-95;carvalhoigor@example.com;Rio Grande do Norte;84 8929 6590;49;Profissional de marketing
Luigi Alves;926.358.071-59;joao-gabriel16@example.com;Alagoas;(041) 1524-2659;63;Ecólogo
Daniela Costa;264.581.793-91;arthur35@example.org;Bahia;(021) 4634 1236;59;Flanelinha
Kevin da Cruz;746.320.981-40;juliagoncalves@example.org;Maranhão;(061) 1156-1358;32;Jogador de hóquei
Helena Moura;215.436.708-90;jlopes@example.net;Mato Grosso do Sul;(021) 3665 3543;44;Feirante
Milena da Luz;139.674.052-06;stephanyalmeida@example.org;Piauí;+55 (051) 1998-4273;47;Fundidor
Diogo Rodrigues;480.297.635-65;julianamonteiro@example.com;Rondônia;+55 (041) 3925 3620;77;Angiologista
Alice Campos;392.581.604-60;mouralorenzo@example.net;Pernambuco;+55 (081) 0533-4613;41;Maquiador
Vitor Hugo da Costa;546.213.790-70;lorenzo49@example.org;Acre;+55 51 5951 4856;28;Profissional de cinema
Carolina Pereira;732.459.861-73;joao-pedroda-conceicao@example.net;Rio de Janeiro;+55 (011) 7881-3674;37;Revisor
Srta. Daniela das Neves;073.925.416-25;fmartins@example.net;Ceará;+55 (084) 4114-3251;47;Caça-talentos/Olheiro
Sr. Leonardo Costa;134.025.987-79;aaragao@example.com;Santa Catarina;+55 (031) 8418-6435;47;Barman
Davi Lucas Monteiro;214.085.769-02;sophieda-cunha@example.org;Roraima;+55 81 6173 9901;28;Escriturário
Marcelo Barbosa;610.754.892-02;lfarias@example.org;Rio Grande do Sul;+55 (071) 8263-9971;53;Projetista mecânico
Helena Moreira;503.182.967-21;da-costakevin@example.com;Tocantins;+55 81 0961-1253;28;Tabelião
Luiz Otávio Ferreira;479.610.823-87;raulnogueira@example.net;Rio de Janeiro;(031) 5668 6683;30;Faturista
Bernardo Teixeira;548.129.736-19;dcarvalho@example.com;Acre;84 6966-2581;39;Faturista
Alexandre Castro;824.601.937-69;felipeda-cunha@example.org;Sergipe;61 0996-5573;60;Técnico em desporto
Júlia Fogaça;256.891.304-51;ninaporto@example.com;Roraima;21 3921 9684;55;Lamboteiro
Ana Júlia Rezende;402.639.817-03;maitedas-neves@example.net;Distrito Federal;(011) 2721 1155;24;Cortador de cana-de-açucar
Sr. Lucas Moreira;016.879.453-57;olivia06@example.org;Rio Grande do Sul;0300 332 8504;74;Microfonista
Amanda Caldeira;045.627.891-58;luiz-fernandocampos@example.net;Tocantins;+55 41 4567 8250;61;Cineasta
Marcelo Farias;108.365.749-66;tnovaes@example.com;Goiás;+55 21 5789-4994;31;Repositor
Sr. Enrico Pinto;740.216.538-80;qmoreira@example.net;Distrito Federal;+55 84 1278-2763;36;Engenheiro de iluminação
Caroline Santos;320.574.681-35;moraesluiz-henrique@example.org;Rondônia;(071) 1134-9432;69;Odontologista preventivo e social
Ana Sophia da Conceição;013.924.876-50;thomasnovaes@example.net;Alagoas;+55 (021) 6058 3489;65;Profissional de logística
Noah Fernandes;057.369.241-61;catarinacorreia@example.org;Piauí;0800 976 7614;30;Neonatologista
Luiza Oliveira;930.871.524-04;piresjoana@example.com;Alagoas;81 3635-0551;16;Promotor de eventos
Thiago Lima;214.093.856-98;rafaelanunes@example.net;Rondônia;81 4820 2824;42;Publicitário
